CODIGO;EMPRESA;ANO;ANO.COD;X1.DEC_Apurada;X1.1.DEC_Limite;X1.2.DEC_V8;X2.FEC_Apurada;X2.1.FEC_Limite;X2.2.FEC_V8;X3.0.Fator_Q;X4.0.Desc_Perdas_Nao_Tec;X5.DGC;X6.UC_Total;X7.UC_AT;X8.UC_MT;X9.UC_BT;X10.Mercado_Total;X10.1.Mercado_Ponderado;X11.Mercado_AT;X12.Mercado_MT;X13.Mercado_BT;X14.Peso_AT;X15.Peso_MT;X16.Peso_BT;X17.Ind_Salarial;X18.1.Custos_Operacionais;X18.1.1.Custos_Operacionais_H;X18.1.2.Custos_Operacionais_AJ;X18.2.Pessoal;X18.2.1.Pessoal_H;X18.3.Materiais;X18.3.1.Materiais_H;X18.4.Serv_Terceiros;X18.4.1.Serv_Terceiros_H;X18.5.Seguros;X18.5.1.Seguros_H;X18.6.Tributos;X18.6.1.Tributos_H;X18.7.Outros;X18.7.1.Outros_H;X18.8.Estagiario;X18.8.1.Estagiario_H;X18.9.Comunicacao;X18.9.1.Comunicacao_H;X19.0.Cond_TOTAIS;X19.1.Cond_Trab;X19.1.1.Cond_Trab_H;X19.2.Cond_Civeis;X19.2.1.Cond_Civeis_H;X19.3.Cond_Fiscais;X19.3.1.Cond_Fiscais_H;X19.4.Cond_Ambientais;X19.4.1.Cond_Ambientais_H;X19.5.Cond_Outras;X19.5.1.Cond_Outras_H;X20.Contrib_CCEE;X20.1.Contrib_CCEE_H;X21.Custos_de_Desativacao;X21.1.Custos_de_Desativacao_H;X27.Demanda_Total;X28.Demanda_AT;X29.Demanda_MT;X30.Demanda_BT;X34.PNT_Medidas;X35.Meta_PNT;X35.2.Meta_PNT_4CRTP;X37.Rede;X38.0.1.BT_DIST_SEM_RAMAL;X38.0.2.BT_DIST_COM_RAMAL;X38.0.3.BT_DIST_AER_MUX;X38.1.BT_AEREA_DIST;X38.2.BT_MUX_DIST;X38.3.BT_SUBTERR_DIST;X38.4.BT_RAMAL_RAMAL_DIST;X39.0.1.MT_DIST;X39.0.2.MT_DIST_AER_MUX;X39.1.MT_AEREA_DIST;X39.2.MT_MUX_DIST;X39.3.MT_SUBTERR_DIST;X40.0.1.AT_DIST;X40.0.2.AT_DIST_AER_MUX;X40.1.AT_AEREA_DIST;X40.2.AT_MUX_DIST;X40.3.AT_SUBTERR_DIST;X43.Trafos_Distribuicao;X45.Trafos_AT;X45.1.Trafos_69;X45.2.Trafos_88_138;X45.3.Trafos_230;X46.Subestacoes_MT;X47.Subestacoes_AT;X47.1.Subestacoes_69;X47.2.Subestacoes_88_138;X47.3.Subestacoes_230;X48.MVA_Total;X49.MVA_MT;X50.MVA_AT;X50.1.MVA_69;X50.2.MVA_88_138;X50.3.MVA_230;X61.Compensacoes_Q;X62.Compensacoes_Reais;X18.1.3.OPEX_DESAT_CCEE;X18.1.3.0.OPEX_DESAT_CCEE_QUAL;X18.1.3.1.OPEX_DESAT_CCEE_QUAL_CR;X18.1.3.2.OPEX_DESAT_CCEE_QUAL_FQ;X18.1.3.3.OPEX_DESAT_CCEE_QUAL_PNT;X18.1.3.4.OPEX_DESAT_CCEE_QUAL_CR_FQ;X18.1.3.5.OPEX_DESAT_CCEE_QUAL_CR_PNT;X18.1.3.6.OPEX_DESAT_CCEE_QUAL_FQ_PNT;X18.1.4.OPEX_CTRAB_DESAT_CCEE;X18.1.5.OPEX_CTRAB_DESAT_CCEE_QUAL;X18.1.5.1.OPEX_CTRAB_DESAT_CCEE_QUAL_CR;X18.1.5.2.OPEX_CTRAB_DESAT_CCEE_QUAL_FQ;X18.1.5.3.OPEX_CTRAB_DESAT_CCEE_QUAL_PNT;X18.1.5.4.OPEX_CTRAB_DESAT_CCEE_QUAL_CR_FQ;X18.1.5.5.OPEX_CTRAB_DESAT_CCEE_QUAL_CR_PNT;X18.1.5.6.OPEX_CTRAB_DESAT_CCEE_QUAL_FQ_PNT;X18.1.6.OPEX_CTOT_DESAT_CCEE;X18.1.7.OPEX_CTOT_DESAT_CCEE_QUAL;X18.1.8.OPEX_DESAT_CCEE_QUAL
D32;COPEL;MEDIA-2016-2018;MEDIA-2016-2018D32;10.52666667;10.82;7.46;6.76;8.43;5.08;6817.484621;1298.56938;0.887140071;4560024;98;14640.66667;4545285.333;29185843.49;12750866.77;4709588.006;10609768.47;13866487.02;0.028087437;0.263641298;0.708271265;1.060218594;1330654391;1346461899;1261894.261;864810248.1;878919754.3;59651231.59;59943903.24;339783296.8;345083726.3;3990618.565;4015905.087;14243462.53;14380586.95;43673357.79;44118022.82;4246577.607;4301545.637;255597.8404;265407.65;95071.60229;72970.19716;74176196.49;32528386.67;33691919.99;201327.8483;207871.585;28776.93774;30396.405;393616.2341;411828.24;2573.58593;2604821.63;51952.64682;52363902.85;75734239.33;26419652.33;49314587;0;0.052537596;0.035963454;0.047;247040.5333;49951.26667;49951.26667;49869.56667;32827.46667;17042.1;81.7;0;189997.9333;189755.8333;189753.3333;2.5;242.1;7091.333333;4385.3;4385.3;0;2706.033333;422132.3333;266;54;210.6666667;0;309.6666667;155;36.33333333;118.6666667;0;24080.79563;14302.8623;9777.933333;2272.933333;7505;0;3953718.667;17463.46711;1316420.494;1325767.907;1333883.961;1309603.009;1315121.924;1327066.476;1332585.391;1308304.44;1389390.691;1398738.104;1406854.158;1382573.206;1388092.122;1400036.673;1405555.589;1381274.637;1411492.096;1420839.509;1325767.907
D33;COSERN;MEDIA-2016-2018;MEDIA-2016-2018D33;12.38666667;13.46666667;8.61;6.556666667;9.346666667;4.81;2217.874412;13415.68314;0.807722752;1417090;50;2809.666667;1414230.333;5616409.518;2822417.433;945286.334;1336776.943;3334346.241;0.053132959;0.192767346;0.754099696;0.859874586;257419661.4;259311600.2;296370.8776;115446299.8;117246905.8;7430156.018;7490639.207;121582914.9;123472503.8;493673.1649;485749.9033;1226869.472;1244921.12;9385663.355;9370880.48;1849944.788;1881133.787;4139.908778;4133.93;6690.969754;2946.80199;2961811.623;5615345.664;5814822.97;905.9843135;956.97;0;0;0;0;565.3801719;572542.6506;13245.36191;13293425.55;14450939;8480206.667;5970732.333;0;0.037777395;0.037719442;0.0206;55391.93333;20524.43333;20524.43333;20514.53333;9083.4;11431.13333;9.9;0;32311.5;32309.9;32309.9;0;1.6;2556;2134.366667;2134.366667;0;421.6333333;52070.66667;85;85;0;0;22;60.66666667;60.66666667;0;0;2921.217667;1629.051;1292.166667;1292.166667;0;0;1340163.667;2939.176118;310181.6197;297487.2383;313120.7958;307963.7453;296765.9366;310902.9214;299705.1127;294548.0622;313128.4217;300434.0403;316067.5978;310910.5473;299712.7386;313849.7234;302651.9147;297494.8642;316872.5895;304178.208;297487.2383
D36;CPFL - Paulista;MEDIA-2016-2018;MEDIA-2016-2018D36;6.976666667;7.633333333;5.2;4.65;6.666666667;3.926666667;-81.29889433;-87135.00946;0.804674667;4326750.667;222.3333333;15659.33333;4310869;30228552.01;12125500.56;6207145.076;9833267.72;14188139.21;0.066733741;0.351370265;0.581895995;1.113754771;890982384.5;902168077.8;814731.7263;389241106.7;395796257.2;71000066.87;71416597.17;358867886.7;365348082;1950595.541;1961646.963;6558247.244;6600076.457;60672659.37;61045417.99;1151423.902;1171114.817;1540398.202;1583816.683;78545.41287;43480.42638;43535367.65;46523172.87;48019366.36;630589.8527;645937.82;0;0;5443717.028;5587616.26;2521.120515;2554784.51;46326.51115;47019786.34;106696645.7;57992861;48703784.67;0;0.098835993;0.03758243;0.0578;130784.9667;42727.83333;42727.83333;42411.73333;24808.53333;17603.2;316.1;0;80594.46667;80468.96667;80453.66667;15.3;125.5;7462.666667;7462.666667;7462.666667;0;0;201340.3333;407.3333333;101.3333333;306;0;94;235.3333333;56.66666667;178.6666667;0;18194.11417;9645.3475;8548.766667;835.8666667;7712.9;0;3042739.667;13410.4406;863579.358;964206.1069;876989.7986;863660.6569;950714.3674;877071.0975;964124.808;950795.6663;907059.7843;1007686.533;920470.2249;907141.0832;994194.7938;920551.5238;1007605.234;994276.0927;942124.7708;1042751.52;964206.1069
D35;CPFL - Piratininga;MEDIA-2016-2018;MEDIA-2016-2018D35;7.11;7.01;5.44;4.096666667;6.096666667;3.956666667;253.6899365;-30040.57595;0.841791415;1688070.667;65;5192.333333;1682813.333;13984219.94;5165268.904;3682950.767;4969307.747;5331961.42;0.041884704;0.27090405;0.687211246;1.000278353;333417508.2;337366039.4;333370.2934;150872442.3;153277997.9;21619615.08;21774961.65;136690482.4;139276346.4;770474.0506;774386.3233;2672848.737;2685931.473;19443667.64;19576415.75;759422.6826;770517.4933;588555.347;605492.6533;28295.01096;13241.65475;13395727.8;20845374.31;21394597.55;15983.85888;16449.915;0;0;1718676.151;1739034.53;1229.770424;1244887.801;20657.61668;20751151.34;41710026.33;17569335.67;24140690.67;0;0.085004682;0.057636075;0.039;25324.46667;12390.83333;12390.83333;12161.23333;4390.5;7770.733333;229.6;0;11608.66667;11421.56667;11379.06667;42.5;187.1;1324.966667;1324.966667;1324.966667;0;0;44230.66667;101.3333333;0.666666667;101.3333333;0;17;43.66666667;0;43.66666667;0;6880.779833;3633.7465;3247.033333;0;3247.033333;0;1041608;4607.412463;355257.6805;389651.979;359865.093;355003.9906;385298.2565;359611.4031;389905.6689;385044.5665;368499.3353;402893.6338;373106.7478;368245.6454;398539.9112;372853.0578;403147.3237;398286.2213;383552.6915;417946.99;389651.979
D38;DEMEI;MEDIA-2016-2018;MEDIA-2016-2018D38;5.613333333;9.333333333;6.333333333;7.566666667;9.333333333;4;48.09151791;38.41211459;0.706666667;32663.66667;0;97;32566.66667;134123.92;98458.54856;0;30141.764;103982.156;0;0.074850709;0.925149291;1.060218594;12691967.96;12875923.18;12024.74423;10117360.41;10306211.48;716227.3844;714336.8833;1625918.473;1639804.41;19937.74416;19977.54333;4429.452245;4385.173333;191048.7207;191207.6933;17045.77158;17346.25;0;0;39.40706109;10.96122647;11578.08667;12911.59478;13638.215;0;0;0;0;29757.15715;30612.345;0;0;97.7561873;96688.13667;183298;0;183298;0;0.040831463;0.022120146;0.0189;496;356.3;356.3;356.1;284.1;72;0.2;0;139.5666667;139.5666667;139.5666667;0;0;0.133333333;0.133333333;0.133333333;0;0;500;1;1;0;0;1;1.666666667;1.666666667;0;0;109.8375;51.50416667;58.33333333;58.33333333;0;0;24539.33333;89.82539753;12122.50041;12125.82218;12212.32581;12074.4089;12084.0883;12164.23429;12173.9137;12035.99678;12133.46164;12136.78341;12223.28704;12085.37012;12095.04953;12175.19552;12184.87492;12046.95801;12161.90748;12165.22924;12125.82218
D39;DME-PC;MEDIA-2016-2018;MEDIA-2016-2018D39;3.816666667;7.666666667;6.026666667;2.99;6.906666667;4;309.8459915;-131.2207458;0.475942918;74918;2;185.3333333;74730.66667;487714.2353;219901.8627;31291.911;256961.8373;199460.487;0;0.355379487;0.644620513;1.000278353;36439032.45;36680657.29;36421.99261;23000477.95;23314452.71;1907506.955;1914553.297;7746462.65;7804473.803;5722.709848;5709.753333;2479230.26;2494304.683;1136673.786;1147163.043;73083.05122;75807.01;89875.08847;93411.17667;3049.864121;630.674557;645946.1633;27299.85792;28616.645;3364804.051;3501391.155;0;0;236680.4376;250000;50.16572282;50785.50475;1336.89993;1342389.787;1374660;205397.6667;1169262.333;0;0.031440578;0.021729746;0.0083;1502.166667;621.3333333;621.3333333;619.4333333;392.1333333;227.3;1.9;0;839.6666667;839.2666667;838.8;0.466666667;0.4;41.16666667;41.16666667;41.16666667;0;0;2635.666667;6;2;4;0;1;3;1;2;0;211.4825;139.4825;72;37;60;0;15604.66667;65.35620355;37809.05826;37695.78922;37874.41447;37499.21227;37940.27901;37564.56847;38005.63521;37630.43302;38439.73282;38326.46378;38505.08902;38129.88683;38570.95357;38195.24303;38636.30977;38261.10757;40858.92238;40745.65334;37695.78922
D44;EFLUL;MEDIA-2016-2018;MEDIA-2016-2018D44;5.66;10.66666667;8.666666667;6.066666667;8.666666667;6;11.88550759;-44.26551714;0.615491582;6733.333333;0;40.33333333;6693;96737.60956;47235.49832;0;72517.24423;24220.36533;0;0.476293721;0.523706279;1.060218594;6085246.571;6163370.567;5758.686042;5042771.694;5120984.757;145578.6955;146347.7033;682599.0634;692146.07;21835.27614;21932.97;27263.29496;27317.12333;153829.9127;154641.9433;5879.072663;6108.373333;5489.561038;5742.226667;134.8382711;11.26144396;11500;185365.2407;187788.245;0;0;0;0;0;0;0;0;142.1483055;143086.6367;354158.805;0;354158.805;0;0.023564349;0.023211384;0.0037;356.5333333;181.9666667;181.9666667;181.9666667;181.9666667;0;0;0;174.5666667;174.5666667;174.5666667;0;0;0;0;0;0;0;361.6666667;0.666666667;0.666666667;0;0;0.333333333;0;0;0;0;18.14666667;18.14666667;0;0;0;0;365.3333333;1.99612062;5900.834347;5935.210477;5902.830468;5888.94884;5945.099864;5890.94496;5947.095985;5933.214357;5912.095791;5946.471921;5914.091912;5900.210284;5956.361308;5902.206404;5958.357429;5944.475801;6035.672618;6070.048748;5935.210477
D45;ELEKTRO;MEDIA-2016-2018;MEDIA-2016-2018D45;7.723333333;8.563333333;6.99;4.503333333;6.9;4.556666667;2852.390106;-53169.90347;0.777517172;2604366.333;130;7138.666667;2597097.667;16568652.96;6709390.163;3963748.214;5032428.214;7572476.535;0.037797257;0.286179266;0.676023477;1.000278353;514029659.7;519076816.2;513949.0104;304310121.8;309362511.4;35350361.17;35546794.55;139789550.9;141866613.4;2023500.995;2063248.717;4355836.302;4380193.7;25646829.97;25857454.47;1511163.193;1549996.263;1042295.423;1073220.517;34894.86797;16419.62382;16767409.92;18369618.71;19092185.66;262365.6699;273984.68;0;0;9080881.845;9422961.933;1414.593979;1434428.517;55606.29293;55947303.89;69391866.33;46153381.33;23238485;0;0.098191266;0.038668927;0.0327;119792.4833;32146.13333;32146.13333;32115.38333;24988.8;7126.583333;30.75;0;85571.75;85551.9;85515;36.9;19.85;2074.6;2074.6;2074.6;0;0;243807.6667;338;67.33333333;270.6666667;0;85.33333333;101.3333333;18;83.33333333;0;12391.776;8357.692667;4034.083333;358.75;3675.333333;0;1600500.333;10239.32489;570969.8973;631526.7355;581209.2222;568117.5072;624139.8007;578356.8321;634379.1256;621287.4106;587389.5211;647946.3594;597628.846;584537.131;640559.4246;594776.4559;650798.7495;637707.0345;605864.7652;666421.6035;631526.7355
D46;ELETROACRE;MEDIA-2016-2018;MEDIA-2016-2018D46;50.20666667;34.02333333;26.25;36.73333333;28.01;15.73666667;111.951069;-5332.430333;1.463874716;258286;1;592.3333333;257692.6667;1025600.667;679558.5081;2632.054667;275949.1112;747019.501;0;0.143253469;0.856746531;0.933839967;115032358.6;116825847.7;122754.1363;46832375.07;47677636.11;1640416.141;1648072.8;61294330.31;62430048.08;134818.9425;136560.74;937766.2868;944289.9433;3928299.034;3989239.983;264352.7906;272665.58;0;0;0;0;0;0;0;0;0;0;0;0;0;144.8936347;146996.3809;0;0;1125942;21207.33333;1104734.667;0;0.265355902;0.120230667;0.1646;19108;3847.5;3847.5;3847.5;3816.8;30.7;0;0;15260.5;15260.5;15260.5;0;0;0;0;0;0;0;176;8;8;0;0;9;3;3;0;0;244.2333333;50.23333333;194;194;0;0;275385.6667;1737.766877;122899.0299;129857.2761;124636.7968;122787.0789;128231.4603;124524.8457;129969.2271;128119.5092;122899.0299;129857.2761;124636.7968;122787.0789;128231.4603;124524.8457;129969.2271;128119.5092;122899.0299;129857.2761;129857.2761
D47;ELETROCAR;MEDIA-2016-2018;MEDIA-2016-2018D47;10.93666667;11.48333333;11.34;9.253333333;9.243333333;5.863333333;70.0033384;-674.0585884;0.973909988;36982;0.333333333;146.6666667;36835;179569.6417;105053.1611;0;63460.38;116109.2617;0;0.21003393;0.78996607;1.060218594;17168741.55;17138293.1;16340.30597;12219925.11;12405595.47;786456.0085;790615.72;2052314.928;2083921.327;43724.24019;43942.75333;65120.48722;65831.35667;1726016.101;1748386.473;258732.7306;262370.7933;16451.93951;48486.56;749.9363164;388.29077;394589.3367;542468.3195;572334.26;0;0;0;0;0;0;0;0;-5665.45212;-5548563.983;355672;4600;351072;0;0.054367645;0.024024835;0.0167;2420.833333;729.3333333;729.3333333;729.3333333;729.3333333;0;0;0;1567.1;1567.1;1567.1;0;0;124.4;124.4;124.4;0;0;2278.333333;3;3;0;0;1;3;3;0;0;125.9485;72.61516667;53.33333333;53.33333333;0;0;36284;177.669584;10674.85385;11456.57868;10852.52343;10604.85051;11348.91244;10782.5201;11526.58202;11278.9091;11063.14462;11844.86945;11240.8142;10993.14128;11737.20321;11170.81087;11914.87279;11667.19987;11424.79017;12206.515;11456.57868
D48;ELETROPAULO ;MEDIA-2016-2018;MEDIA-2016-2018D48;11.53666667;7.793333333;7.346666667;5.833333333;5.613333333;4.35;-4429.000109;-15769.78547;1.251934002;7073944.333;191;13557.66667;7060195.667;42923948.44;20919764.56;5726729.974;13095564.31;24101654.15;0.034350044;0.231757793;0.733892163;1.113754771;1537291700;1550454185;1404931.854;784821130.2;797677968;95595352.85;95996547.7;506873267.2;514955005.1;4450741.889;4481263.31;48411810.27;48664269.51;88103938.69;88679131.52;2890431.669;2882467.533;6145026.95;6259001.24;94869.64302;65161.68285;66804758.11;27819738.23;28791682.28;711759.1443;730473.74;4063199.47;4189417.93;11967243.41;12109000;5945.567631;5995241.566;140179.0866;141706383.9;93360294.33;31444710.81;61915583.52;0;0.099632562;0.096774944;0.0843;45822;21699.93333;21699.93333;20779.73333;12679.83333;8099.9;920.2;0;22210.43333;20900.93333;20735.66667;165.2666667;1309.5;1911.633333;1783.033333;1783.033333;0;128.6;205948.3333;442.6666667;1.666666667;439.3333333;1.666666667;64;145.3333333;1.333333333;143.3333333;0.666666667;19119.41683;13891.441;14416.6425;0.541666667;14415.2675;0.833333333;11958713;53651.38593;1551056.508;1624906.679;1604707.894;1555485.508;1566826.293;1609136.894;1620477.679;1571255.293;1616218.191;1690068.362;1669869.577;1620647.191;1631987.976;1674298.577;1685639.362;1636416.976;1645926.151;1719776.322;1624906.679
D17;EMT;MEDIA-2016-2018;MEDIA-2016-2018D17;23.25333333;24.01;14.22;11.96333333;19.94333333;8.973333333;1076.183368;-21842.83927;0.782404584;1365975.333;57;5159.666667;1360758.667;8378720.952;4269989.397;594314.4042;2730156.717;5054249.832;0.026776598;0.28607559;0.687147812;0.984857896;506499550.5;513127030.9;513007.9613;188502007.5;191702785.6;35349677.7;35807391.05;232586633;237036253.7;2041334.853;2050040.773;2191436.921;2203142.463;44024018.74;44327417.22;534823.6294;536463;1269618.105;1305928.023;22855.90652;4282.005861;4269190.517;27860850.99;28909444.98;0;0;0;0;0;0;694.4760641;704169.5345;22221.87813;22900438.68;34888000;17556734;17331266;0;0.100523379;0.040866542;0.0674;160035.4667;13861.73333;13861.73333;13861.73333;6768.1;7093.633333;0;0;140148;135948.4667;135947.7667;0.7;4199.533333;6025.733333;2188.466667;2188.466667;0;3837.266667;144426.6667;125.3333333;14;111;1;228;79.66666667;9;70.66666667;1;6450.243333;3560.41;2889.833333;235.8333333;2654;92.02333333;439937.6667;4966.576;535924.3155;561657.5474;540890.8915;534848.1321;557767.1548;539814.7081;562733.7308;556690.9714;540206.3214;565939.5533;545172.8974;539130.138;562049.1606;544096.714;567015.7366;560972.9773;558780.222;584513.4539;561657.5474
D03;Enel RJ;MEDIA-2016-2018;MEDIA-2016-2018D03;18.21;10.82;8.386666667;10.26;8.536666667;5.106666667;-3749.408822;-60092.15722;1.434552577;2647206.333;47.66666667;6260;2640898.667;11487898.07;5537432.711;1957548.469;2782297.827;6748051.78;0.030577407;0.268341793;0.701080799;1.000278353;625777611.1;630309291.7;625538.6605;138179624.5;140213019.1;16260846.69;16419853.72;440522958.1;446941162.6;3534241.437;3546351.457;1771418.031;1783262.103;21312752.79;21405642.7;2852237.613;2880522.26;1343531.919;1356106.767;88928.03287;21338.09366;21944994.46;82352161.12;85292482.28;2853948.951;2982899.54;0;0;16178798.73;16927539.66;1317.480523;1333427.77;83319.4999;83518603.2;27779799.33;15117086;12662647;66.33333333;0.278029709;0.116805001;0.1854;58258.46667;18694.73333;2623723.733;18694.73333;17892.06667;802.6666667;0;2605029;36510.96667;36510.96667;36487.93333;23.03333333;0;3052.766667;3052.766667;3052.766667;0;0;124281.6667;256;134.3333333;121.3333333;0;93.33333333;104.3333333;58.33333333;45.66666667;0;12661.12537;5596.514033;7064.611333;1927.294667;5135.533333;0;5995653.667;34010.84773;710175.641;808028.0547;744186.4887;713925.0498;770267.7982;747935.8975;804278.6459;774017.207;731513.7346;829366.1484;765524.5823;735263.1434;791605.8918;769273.9912;825616.7396;795355.3007;799103.6738;896956.0876;808028.0547
D40;ENERGISA BO;MEDIA-2016-2018;MEDIA-2016-2018D40;5.046666667;13.4;11.83333333;2.956666667;10.10333333;5.916666667;609.9792782;1941.549437;0.334709912;210454.3333;1;389.3333333;210064;669800.4971;362027.9331;33317.6116;241248.4005;395234.485;0.006460451;0.200519243;0.793020305;0.859874586;36508092.01;36922468.46;41812.95089;17863501.15;18150913.47;2181065.078;2193385.067;14609315.11;14843258.75;106532.5295;107035.3733;98751.4479;98274.99667;1524503.96;1529600.803;57433.00486;58060.46667;66989.71998;67592.82333;2155.59379;1385.551451;1398284.917;1155063.509;1191739.825;0;0;0;0;0;0;77.27841013;78185.39228;1102.284649;1084978.133;1498909.333;409948.6667;1088960.667;0;0.03536437;0.035300953;0.0259;5586.2;3295.366667;3295.366667;3293.166667;2049.633333;1243.533333;2.2;0;2246.233333;2246.033333;2245.766667;0.266666667;0.2;44.6;44.6;44.6;0;0;4343.333333;14;14;0;0;3;8;8;0;0;375.6825;192.3491667;183.3333333;183.3333333;0;0;48669.33333;53.8670629;42992.51395;40494.85229;43046.38101;42382.53467;41050.96451;42436.40173;41104.83157;40440.98523;44378.0654;41880.40375;44431.93246;43768.08612;42436.51596;43821.95318;42490.38302;41826.53668;45148.10774;42650.44608;40494.85229
D50;ENERGISA MG;MEDIA-2016-2018;MEDIA-2016-2018D50;9.403333333;11.51333333;9.953333333;5.846666667;9.236666667;5.913333333;828.0308256;-2581.686121;0.724363045;446697;19;572;446106;1534136.659;884692.1369;164319.5557;348527.6964;1021289.407;0.02692915;0.168927027;0.804143823;1.000278353;116720444.5;117360005.4;116685.4085;49168633.36;50057183.65;6853360.005;6890856.76;53857417.97;54531272.39;390915.311;392983.0933;171197.9833;171389.6867;5286108.135;5316319.843;431801.4426;439663.25;561010.2667;578606.3;3711.032355;2059.393512;2056137.593;2477458.265;2574394.27;0;0;0;0;0;0;144.915419;146822.9046;3593.072561;3592954.057;6072212.333;3863233.667;2208978.667;0;0.035061688;0.030197739;0.0064;28681.9;4022.066667;4022.066667;4022.066667;1764.766667;2257.3;0;0;23555.33333;23555.33333;23553.93333;1.4;0;1104.5;1104.5;1104.5;0;0;62081.33333;41;39;2;0;21.33333333;36.33333333;32.33333333;6;0;1659.330667;1186.567333;472.7633333;404.43;102.5;0;327100;905.4078676;120423.3964;123082.4596;121328.8043;119595.3656;123005.0826;120500.7735;123910.4904;122177.0517;122482.79;125141.8531;123388.1978;121654.7591;125064.4761;122560.167;125969.8839;124236.4453;124134.4288;126793.492;123082.4596
D51;ENERGISA MS;MEDIA-2016-2018;MEDIA-2016-2018D51;11.55;12.3;10.69333333;5.463333333;9.2;6.29;2027.072747;-6766.705913;0.7657803;1008374.333;53.66666667;3398;1004922.667;5160885.34;2669212.079;419771.4855;1520892.146;3220221.709;0.02747139;0.278951072;0.693577538;0.984857896;378795791.2;383588640.7;384140.4028;185982929.4;189729439.2;25020345.12;25184080.1;153214821.9;156087545.8;2441945.757;2422341.197;2058090.461;2052226.663;7969533.827;8113007.67;997766.4169;1008258.73;1110358.37;1143655.893;44112.01448;36035.02991;37259735.15;12115053.14;12478999.26;423.7109808;428.73;0;0;0;0;594.7989714;601705.8002;28184.4712;28590700.41;17799873.33;10244167;7555706.333;0;0.064003928;0.030693636;0.0599;97008.85;16258.36667;16258.36667;16258.36667;10445.53333;5812.833333;0;0;281916.7667;281903.0667;281903.0667;0;13.7;3810.166667;3810.166667;3810.166667;0;0;61202;87.33333333;21;65.66666667;2;45;53;12;40.33333333;1;4245.726333;2175.259667;2070.466667;155.4166667;1890.05;37.5;883354.3333;8277.20615;412919.673;425936.5123;421196.8791;410892.6002;419686.3789;419169.8064;427963.585;417659.3061;448954.7029;461971.5422;457231.909;446927.6301;455721.4088;455204.8363;463998.6149;453694.3361;457031.6875;470048.5268;425936.5123
D53;ENERGISA PB;MEDIA-2016-2018;MEDIA-2016-2018D53;15.29666667;18.01666667;11.75333333;6.346666667;11.41333333;5.82;3935.638308;753.8395642;0.702776226;1402434.333;36.33333333;1809.666667;1400588.333;4363923.694;2383739.267;721852.8233;867068.8816;2775001.99;0.032935272;0.169757892;0.797306836;0.859874586;257936197.9;258796957.9;294579.8637;124126407.5;126040916.8;16940780.69;17048746.12;99674974.04;101450520.3;758017.5544;761574.22;438857.4764;436854.8433;13038793.63;13058345.59;1092582.758;1115748.55;1865784.226;1924592.407;13135.45159;8856.310333;8927694.34;6418711.887;6583731.865;0;0;0;0;0;0;530.4909848;536134.9049;3655.217665;3692948.053;8771504;4522418.333;4249085.667;0;0.088863597;0.075254309;0.0494;76789.1;33566.7;33566.7;33552.3;22475.83333;11076.46667;14.4;0;40900;40900;40899.9;0.1;0;2322.4;2322.4;2322.4;0;0;51362;82;82;0.666666667;0;0;61;60.66666667;0;0;1056.916667;0;1056.916667;1031.916667;0;0;1670444.333;4031.054428;298765.5724;298107.1489;302796.6268;294829.9341;298011.7328;298860.9885;302042.7872;294076.0945;307621.8827;306963.4593;311652.9371;303686.2444;306868.0432;307717.2988;310899.0976;302932.4048;311901.024;311242.6005;298107.1489
D55;ENERGISA SE;MEDIA-2016-2018;MEDIA-2016-2018D55;11.84333333;12.93;9.723333333;6.913333333;9.47;5.393333333;1216.84977;1120.632874;0.82355141;762332.3333;25.33333333;1310;760997;3526129.935;1438494.589;1071971.563;817541.4478;1636616.925;0.040772006;0.213817217;0.745410777;0.859874586;152197131.3;153727005;173968.2913;74945778.31;76321833.5;9927113.406;10001312.81;58234451.13;59196241.12;462284.383;464705.2567;522933.1795;525805.5133;7160820.99;7217106.817;622338.8193;633191.8233;321411.0459;329312.2967;9308.487066;5944.851659;6105119.303;5045453.108;5236483.615;0;0;0;0;0;0;370.5041906;374714.8772;-1280.379519;-1131443.43;7091173;3652287.333;3438885.667;0;0.108305821;0.094939318;0.049;27276.46667;7773.7;7773.7;7756.7;4848.633333;2908.066667;17;0;18143.76667;18143.46667;18143.46667;0;0.3;1359;1358.9;1358.9;0;0.1;42188;45;44;2.333333333;0;11;31.66666667;31.66666667;0;0;1535.688833;853.1455;682.5433333;682.5;0.065;0;667596.6667;1680.667159;173058.416;172401.6005;174739.0831;171841.5662;171937.7831;173522.2334;173618.4503;170720.9333;179003.2676;178346.4521;180683.9348;177786.4179;177882.6348;179467.085;179563.3019;176665.785;182366.903;181710.0876;172401.6005
